trial	ptIdx	percentValid	centX	centY	centDist	centAngle	RMS	subj	glasses	dist	offset
8	3	1.9830	427.8110	174.7860	0.8470	186.4170	0.0930	102	Pupil Labs	1M	10Rdeg
9	11	1.9750	130.2320	479.5990	0.4870	510.7540	0.0920	102	Pupil Labs	1M	10Rdeg
1	5	1.9830	702.1470	158.6470	0.7680	536.5020	0.1380	102	Pupil Labs	2M	0deg
2	23	1.9830	297.4410	876.9960	1.2100	192.1640	0.1670	102	Pupil Labs	2M	0deg
3	15	1.7330	610.6010	580.5290	1.3830	199.8770	0.3120	102	Pupil Labs	2M	0deg
4	25	1.9920	624.8240	920.2510	1.3200	202.6290	0.1230	102	Pupil Labs	2M	0deg
5	11	1.7750	-153.9440	611.6240	1.9830	199.1960	0.4430	102	Pupil Labs	2M	0deg
6	3	1.7750	277.2110	256.1130	1.4020	201.8750	0.2580	102	Pupil Labs	2M	0deg
7	13	1.1830	434.6970	663.6900	1.0290	248.2510	1.4970	102	Pupil Labs	2M	0deg
8	1	1.6670	-112.1450	285.0750	1.7690	203.0100	0.4000	102	Pupil Labs	2M	0deg
9	21	1.9920	-130.2550	956.3350	1.8770	202.5020	0.1220	102	Pupil Labs	2M	0deg
1	11	1.7330	11.1970	417.2360	1.0290	511.9710	0.5300	102	Pupil Labs	2M	10Ldeg
2	15	1.9830	748.2140	365.5170	0.9300	482.3310	0.1550	102	Pupil Labs	2M	10Ldeg
3	21	1.9920	-20.7910	737.8910	1.2290	513.0180	0.1500	102	Pupil Labs	2M	10Ldeg
4	1	1.9830	-38.1430	100.5880	1.2570	522.1190	0.1560	102	Pupil Labs	2M	10Ldeg
5	5	1.9830	827.6180	22.1970	0.8450	452.2660	0.1660	102	Pupil Labs	2M	10Ldeg
6	3	1.9830	452.8030	51.7060	0.7260	472.3210	0.2080	102	Pupil Labs	2M	10Ldeg
7	23	1.7330	363.4040	738.6060	0.9710	505.2590	0.3480	102	Pupil Labs	2M	10Ldeg
8	13	1.9830	314.1130	413.6430	1.1970	515.0820	0.2820	102	Pupil Labs	2M	10Ldeg
9	25	1.9830	809.5500	733.8820	0.5970	463.4490	0.1250	102	Pupil Labs	2M	10Ldeg
1	1	1.9830	50.8150	144.9330	0.6890	529.3750	0.1930	102	Pupil Labs	2M	10Rdeg
2	21	1.9830	63.0840	782.8910	0.6730	514.0350	0.6430	102	Pupil Labs	2M	10Rdeg
3	11	1.9830	71.0000	501.1260	0.5590	180.6740	0.1060	102	Pupil Labs	2M	10Rdeg
4	5	1.9920	800.4900	127.0040	0.3010	489.6280	0.0890	102	Pupil Labs	2M	10Rdeg
5	23	1.9750	435.7550	820.4680	0.3830	528.6760	0.1460	102	Pupil Labs	2M	10Rdeg
6	15	1.9830	783.1220	509.0710	0.2980	190.2410	0.1420	102	Pupil Labs	2M	10Rdeg
7	3	1.7420	392.0330	196.1050	0.6540	195.2520	0.3380	102	Pupil Labs	2M	10Rdeg
8	13	1.9830	402.3700	571.6720	0.7070	216.2830	0.1700	102	Pupil Labs	2M	10Rdeg
9	25	1.5170	787.8850	908.0220	0.5110	238.6790	0.4560	102	Pupil Labs	2M	10Rdeg
1	5	1.9830	992.2390	-37.7940	1.0090	412.1460	0.1290	102	Pupil Labs	3M	0deg
2	11	1.8330	124.5730	316.3730	0.7340	462.9110	0.3780	102	Pupil Labs	3M	0deg
3	1	1.7250	37.8020	-166.7440	1.3920	471.1320	0.2370	102	Pupil Labs	3M	0deg
4	13	1.9830	521.3820	300.0880	0.7830	443.8950	0.1100	102	Pupil Labs	3M	0deg
5	3	1.9830	510.6220	-153.2020	1.2470	448.0980	0.1460	102	Pupil Labs	3M	0deg
6	25	1.7670	974.4010	803.7120	0.5620	371.8590	0.2820	102	Pupil Labs	3M	0deg
7	21	1.9830	18.1720	740.6260	0.6820	508.0230	0.1840	102	Pupil Labs	3M	0deg
8	23	1.9830	532.7350	738.8190	0.3900	430.8960	0.1890	102	Pupil Labs	3M	0deg
9	15	1.9830	960.2230	231.4710	1.1570	424.7080	0.1160	102	Pupil Labs	3M	0deg
1	5	1.8920	746.1370	224.1280	0.4070	213.3840	0.4870	102	Pupil Labs	3M	10Ldeg
2	11	1.9830	120.7560	429.8110	0.3270	483.1890	0.1410	102	Pupil Labs	3M	10Ldeg
3	3	1.9830	449.2560	87.5880	0.3660	482.6880	0.1990	102	Pupil Labs	3M	10Ldeg
4	23	1.6580	414.9750	791.0350	0.3700	513.5510	0.4140	102	Pupil Labs	3M	10Ldeg
5	1	1.9830	219.9030	181.9870	0.2160	343.9450	0.3820	102	Pupil Labs	3M	10Ldeg
6	21	1.9920	234.2800	725.5190	0.4960	417.9070	0.1020	102	Pupil Labs	3M	10Ldeg
7	25	1.9830	950.3780	687.4620	0.7290	411.2570	0.1670	102	Pupil Labs	3M	10Ldeg
8	13	1.9670	612.2500	468.5130	0.4540	375.6690	0.3310	102	Pupil Labs	3M	10Ldeg
9	15	1.9830	866.6550	498.4370	0.1300	362.6860	0.1350	102	Pupil Labs	3M	10Ldeg
1	25	1.9920	773.1840	953.2260	0.5230	243.3570	0.1310	102	Pupil Labs	3M	10Rdeg
2	5	1.9750	814.3040	260.4640	0.3730	258.5320	0.1320	102	Pupil Labs	3M	10Rdeg
3	21	1.9830	146.8530	798.1090	0.1570	479.3580	0.1450	102	Pupil Labs	3M	10Rdeg
4	3	1.7580	505.0050	169.5830	0.0230	329.7710	0.2110	102	Pupil Labs	3M	10Rdeg
5	15	1.7420	801.7850	470.2920	0.1690	496.7210	0.1920	102	Pupil Labs	3M	10Rdeg
6	13	1.9830	478.4790	503.5340	0.0850	189.3240	0.1540	102	Pupil Labs	3M	10Rdeg
7	1	1.7670	146.9910	162.6040	0.0780	528.3330	0.2850	102	Pupil Labs	3M	10Rdeg
8	23	1.9750	369.5780	861.5020	0.5200	192.1880	0.1620	102	Pupil Labs	3M	10Rdeg
9	11	1.7500	94.2430	455.0670	0.3320	508.1840	0.2120	102	Pupil Labs	3M	10Rdeg
1	13	0.9420	470.6730	429.5930	0.8890	472.6140	0.1540	102	SMI	1M	0deg
2	3	0.9830	475.2970	101.1610	0.8160	470.6620	0.2830	102	SMI	1M	0deg
3	25	1.0080	800.9260	782.7110	0.7010	482.6270	0.1610	102	SMI	1M	0deg
4	11	0.9750	152.5730	496.9060	0.1680	527.6180	0.1330	102	SMI	1M	0deg
5	23	1.0000	474.8750	806.5580	0.4280	493.1790	0.1450	102	SMI	1M	0deg
6	5	1.0000	840.0080	141.8500	0.3000	434.9450	0.1470	102	SMI	1M	0deg
7	15	0.9750	821.8720	470.7350	0.3660	471.3880	0.1600	102	SMI	1M	0deg
8	1	1.0080	149.0410	125.9090	0.5180	473.3860	0.3540	102	SMI	1M	0deg
9	21	1.0080	124.6280	811.9090	0.5500	512.9950	0.2090	102	SMI	1M	0deg
1	25	0.9000	802.8330	813.4910	0.4240	506.9530	0.5650	102	SMI	1M	10Ldeg
2	23	1.0000	492.1670	860.6080	0.3310	253.9760	0.1780	102	SMI	1M	10Ldeg
3	13	0.9830	464.9580	519.8470	0.4690	209.5270	0.2210	102	SMI	1M	10Ldeg
4	5	0.9750	770.3080	82.9830	1.2210	486.9850	0.2490	102	SMI	1M	10Ldeg
5	21	0.9750	167.9570	891.3160	0.6760	271.2750	0.4630	102	SMI	1M	10Ldeg
6	11	0.9920	119.4870	510.1600	0.5620	192.1530	0.2360	102	SMI	1M	10Ldeg
7	1	0.9670	95.5000	145.7500	0.8650	523.6210	0.5030	102	SMI	1M	10Ldeg
8	15	0.9670	763.1210	453.9570	0.9790	506.7440	0.6550	102	SMI	1M	10Ldeg
9	3	0.9500	419.1840	122.1400	1.0750	511.1470	0.6870	102	SMI	1M	10Ldeg
1	11	0.9750	108.0090	538.5040	0.8180	213.2820	0.4470	102	SMI	1M	10Rdeg
2	25	0.9750	700.2560	708.5300	2.1260	496.8380	0.1880	102	SMI	1M	10Rdeg
3	15	1.0080	767.4710	442.0990	1.0220	498.6810	0.1840	102	SMI	1M	10Rdeg
4	13	0.9830	473.8900	486.2460	0.3440	512.2210	0.2280	102	SMI	1M	10Rdeg
5	5	0.9580	872.4350	150.5650	0.4930	382.3810	0.1980	102	SMI	1M	10Rdeg
6	3	1.0000	547.6500	242.6500	1.0450	302.0920	0.3420	102	SMI	1M	10Rdeg
7	23	0.9330	494.6790	743.9290	1.0440	453.4060	0.4740	102	SMI	1M	10Rdeg
8	1	0.9830	290.2880	230.2880	1.6200	332.7680	0.2230	102	SMI	1M	10Rdeg
9	21	1.0000	223.4000	754.9080	1.1280	414.1180	0.1340	102	SMI	1M	10Rdeg
1	5	1.0000	975.5750	465.0170	1.9310	295.4900	0.1950	102	SMI	2M	0deg
2	23	0.9250	557.3240	1079.7660	1.4780	283.0950	0.2840	102	SMI	2M	0deg
3	3	0.9170	644.9450	418.5090	1.6970	299.9220	0.2000	102	SMI	2M	0deg
4	13	1.0000	587.9670	694.4750	1.2470	294.3390	0.1670	102	SMI	2M	0deg
5	15	0.9830	888.9410	739.7880	1.4380	283.0560	0.2090	102	SMI	2M	0deg
6	25	0.9580	838.4430	1094.6350	1.5270	271.1200	0.1220	102	SMI	2M	0deg
7	11	1.0080	236.7020	803.8180	1.8210	282.9810	0.1220	102	SMI	2M	0deg
8	1	0.9830	266.6530	403.1690	1.5000	292.9170	0.1510	102	SMI	2M	0deg
9	21	0.9500	167.2630	1104.0350	1.5810	270.1260	0.1220	102	SMI	2M	0deg
1	3	0.9830	496.4150	220.2630	0.3140	266.1730	0.1550	102	SMI	2M	10Ldeg
2	25	1.0080	783.6120	926.1900	0.6150	241.8320	0.1210	102	SMI	2M	10Ldeg
3	13	0.9670	451.7500	588.3450	0.5880	241.3590	0.5220	102	SMI	2M	10Ldeg
4	5	0.9500	737.6670	185.2370	0.5690	190.9850	0.5590	102	SMI	2M	10Ldeg
5	21	0.9920	68.5290	874.5290	0.6220	202.7720	0.2250	102	SMI	2M	10Ldeg
6	23	0.9830	370.4240	875.1780	0.7950	197.8970	0.1800	102	SMI	2M	10Ldeg
7	15	0.9830	656.4150	524.7290	1.0430	187.9570	0.1670	102	SMI	2M	10Ldeg
8	11	0.9750	5.2910	529.4270	0.9580	190.3340	0.4600	102	SMI	2M	10Ldeg
9	1	0.9750	-21.5380	125.2390	1.1260	527.5860	0.4050	102	SMI	2M	10Ldeg
1	3	1.0080	632.7360	492.6530	2.0560	292.1550	0.1610	102	SMI	2M	10Rdeg
2	11	0.9830	288.2120	799.5850	1.8880	292.0830	0.1710	102	SMI	2M	10Rdeg
3	23	0.9500	587.7980	1032.1050	1.2690	293.8310	0.1530	102	SMI	2M	10Rdeg
4	13	0.9500	704.9120	754.9040	1.9100	308.7950	0.5080	102	SMI	2M	10Rdeg
5	5	0.9500	1181.7890	380.1140	2.3870	328.5100	0.4170	102	SMI	2M	10Rdeg
6	1	0.9830	558.2120	464.1780	2.8720	322.7710	0.1580	102	SMI	2M	10Rdeg
7	21	1.0000	416.6000	1054.7170	1.9500	318.4660	0.1500	102	SMI	2M	10Rdeg
8	25	0.9670	1022.0090	1078.5000	1.8070	307.5810	0.4970	102	SMI	2M	10Rdeg
9	15	0.9920	1184.6970	632.1090	2.1930	339.3940	0.1400	102	SMI	2M	10Rdeg
1	11	0.9920	116.6890	572.1510	0.3420	235.2910	0.1680	102	SMI	3M	0deg
2	13	0.9670	449.4050	505.0520	0.1980	185.7020	0.3510	102	SMI	3M	0deg
3	1	1.0000	66.9920	36.6920	0.6380	487.4840	0.1560	102	SMI	3M	0deg
4	5	0.9170	783.3450	305.7640	0.5760	250.2330	0.2910	102	SMI	3M	0deg
5	21	1.0000	37.9250	887.1330	0.5440	202.6800	0.1530	102	SMI	3M	0deg
6	15	0.9830	755.6530	564.8220	0.3940	219.8440	0.1290	102	SMI	3M	0deg
7	3	0.9920	441.7730	233.0340	0.3440	228.7380	0.2020	102	SMI	3M	0deg
8	23	1.0080	393.9090	894.6120	0.4770	210.0110	0.2480	102	SMI	3M	0deg
9	25	0.9670	741.3020	891.8190	0.4250	212.4360	0.1090	102	SMI	3M	0deg
1	23	0.9330	687.1610	1101.9910	1.2760	304.8630	0.3690	102	SMI	3M	10Ldeg
2	25	0.9750	903.4700	1133.8720	1.2020	283.1360	0.7670	102	SMI	3M	10Ldeg
3	11	0.9830	117.5930	654.7800	0.6330	252.4090	0.1900	102	SMI	3M	10Ldeg
4	21	0.9920	92.4870	1039.0170	0.8520	250.1680	0.1420	102	SMI	3M	10Ldeg
5	13	0.9830	401.4070	727.1190	0.9650	246.5340	0.2220	102	SMI	3M	10Ldeg
6	5	0.9250	660.0090	345.2970	0.9700	225.8640	0.5550	102	SMI	3M	10Ldeg
7	3	0.9750	300.5040	357.2990	1.0750	223.6990	0.4400	102	SMI	3M	10Ldeg
8	15	1.0080	524.0330	620.9420	1.2940	201.3560	0.3200	102	SMI	3M	10Ldeg
9	1	0.9830	-207.6440	250.6860	1.4940	192.6510	0.1670	102	SMI	3M	10Ldeg
1	13	0.9580	503.6960	782.2780	1.1000	270.7500	0.4520	102	SMI	3M	10Rdeg
2	1	1.0080	293.7690	546.4460	1.5600	288.5040	0.1510	102	SMI	3M	10Rdeg
3	23	0.9750	561.8290	1158.2310	1.2880	280.7750	0.2010	102	SMI	3M	10Rdeg
4	11	1.0000	365.2330	827.2920	1.4910	301.2450	0.1590	102	SMI	3M	10Rdeg
5	21	0.9170	360.8910	1173.4000	1.5260	299.7320	0.2880	102	SMI	3M	10Rdeg
6	15	0.9830	1114.1610	773.7970	1.5280	315.7260	0.1180	102	SMI	3M	10Rdeg
7	5	1.0080	1235.8600	433.5870	1.8820	326.4510	0.1920	102	SMI	3M	10Rdeg
8	25	0.9670	1178.5000	1022.4570	1.5330	331.2810	0.8830	102	SMI	3M	10Rdeg
9	3	0.9920	1016.7650	441.3360	2.2800	332.0090	0.1490	102	SMI	3M	10Rdeg
1	5	0.9700	817.6290	214.5670	0.5880	251.8480	0.2030	102	Tobii	1M	0deg
2	3	1.0000	502.6500	212.2900	0.5330	273.3240	0.1920	102	Tobii	1M	0deg
3	23	0.9300	491.5270	830.8170	0.1030	523.4610	0.5110	102	Tobii	1M	0deg
4	13	1.0000	467.6200	541.3100	0.6120	231.9100	0.2080	102	Tobii	1M	0deg
5	21	0.8700	155.7820	790.0690	0.5200	464.1220	0.5070	102	Tobii	1M	0deg
6	15	1.0100	818.8020	516.3070	0.2550	228.2950	0.2140	102	Tobii	1M	0deg
7	1	0.9300	163.0750	244.0860	0.9030	267.3440	0.5060	102	Tobii	1M	0deg
8	11	0.9500	165.2420	532.8840	0.3840	267.5190	0.4340	102	Tobii	1M	0deg
9	25	1.0000	807.0500	883.1000	0.6560	242.1600	0.1460	102	Tobii	1M	0deg
1	25	0.9200	845.4020	739.3700	1.1040	442.6810	0.5510	102	Tobii	1M	10Ldeg
2	3	0.9300	548.1180	153.5270	0.5810	375.2740	0.5030	102	Tobii	1M	10Ldeg
3	21	1.0000	187.0400	794.3200	0.5130	422.4260	0.2110	102	Tobii	1M	10Ldeg
4	15	1.0000	864.4700	472.8300	0.4820	401.1080	0.1150	102	Tobii	1M	10Ldeg
5	11	1.0000	241.2400	467.4200	0.9480	383.6000	0.2350	102	Tobii	1M	10Ldeg
6	13	0.9400	542.2660	468.0110	0.6180	397.1210	0.4410	102	Tobii	1M	10Ldeg
7	5	0.9500	875.1680	195.7160	0.5940	325.2250	0.2150	102	Tobii	1M	10Ldeg
8	23	1.0000	517.0900	784.5500	0.6020	430.6930	0.1560	102	Tobii	1M	10Ldeg
9	1	0.9800	231.0820	202.8670	0.8610	330.6640	0.1910	102	Tobii	1M	10Ldeg
1	23	0.9100	472.5930	889.6150	0.7300	244.0360	0.7860	102	Tobii	1M	10Rdeg
2	1	1.0000	160.1400	279.0500	1.3120	266.6760	0.2190	102	Tobii	1M	10Rdeg
3	11	1.0000	156.4300	581.2200	0.9540	262.8170	0.1510	102	Tobii	1M	10Rdeg
4	5	0.9500	807.3890	271.3160	1.2570	256.0760	0.9990	102	Tobii	1M	10Rdeg
5	3	1.0000	493.9100	232.8200	0.7740	264.7400	0.3300	102	Tobii	1M	10Rdeg
6	25	1.0000	780.8500	887.1800	0.8760	225.7350	0.2050	102	Tobii	1M	10Rdeg
7	21	0.9500	132.7580	932.7370	1.2240	251.1640	0.7240	102	Tobii	1M	10Rdeg
8	13	1.0000	490.0200	559.6900	0.7050	260.5080	0.1810	102	Tobii	1M	10Rdeg
9	15	0.9200	812.3150	569.8260	0.8500	253.2480	0.5460	102	Tobii	1M	10Rdeg
1	25	1.0000	785.7900	1041.5500	1.2480	257.1380	0.3110	102	Tobii	2M	0deg
2	1	1.0000	143.2700	401.7100	1.3800	264.3150	0.2220	102	Tobii	2M	0deg
3	15	1.0000	773.4300	810.8000	1.8490	259.0910	0.1910	102	Tobii	2M	0deg
4	23	0.9000	430.0330	1062.1330	1.3980	252.9960	0.4780	102	Tobii	2M	0deg
5	11	1.0100	125.9410	770.1580	1.5960	261.4270	0.3020	102	Tobii	2M	0deg
6	13	1.0000	447.0400	776.5500	1.6450	259.1590	0.2900	102	Tobii	2M	0deg
7	21	0.8900	137.1350	1058.9890	1.3290	262.5440	0.3050	102	Tobii	2M	0deg
8	5	1.0000	825.0900	505.0600	1.9770	268.6050	0.1510	102	Tobii	2M	0deg
9	3	1.0000	481.7000	479.1700	1.8280	266.6490	0.4510	102	Tobii	2M	0deg
1	1	1.0000	406.1600	240.5800	1.4640	342.8490	0.2530	102	Tobii	2M	10Ldeg
2	5	0.8900	1016.0560	218.5620	1.1100	344.1450	0.7870	102	Tobii	2M	10Ldeg
3	21	0.8500	335.8350	875.2350	1.0180	346.0880	1.3170	102	Tobii	2M	10Ldeg
4	15	0.9800	1015.6630	532.9080	1.0820	349.7690	0.8720	102	Tobii	2M	10Ldeg
5	23	1.0000	718.2100	855.9700	1.2810	354.0770	0.1270	102	Tobii	2M	10Ldeg
6	3	0.9800	708.6120	266.1020	1.3500	334.5150	0.3530	102	Tobii	2M	10Ldeg
7	13	1.0000	681.7400	562.9500	1.1230	340.8950	1.0420	102	Tobii	2M	10Ldeg
8	25	1.0000	1022.9600	903.6900	1.1810	339.6440	0.1150	102	Tobii	2M	10Ldeg
9	11	1.0000	410.3800	620.5100	1.5880	333.6890	0.1340	102	Tobii	2M	10Ldeg
1	5	1.0000	889.6900	656.0300	2.8770	276.5690	0.8770	102	Tobii	2M	10Rdeg
2	15	0.8700	876.7820	941.6440	2.5920	275.6190	0.9920	102	Tobii	2M	10Rdeg
3	13	1.0000	575.5000	970.5400	2.7840	279.1160	0.3310	102	Tobii	2M	10Rdeg
4	11	1.0000	125.2900	997.0100	2.9130	265.2410	0.2600	102	Tobii	2M	10Rdeg
5	3	1.0000	667.3600	525.5700	2.3130	295.0000	0.2580	102	Tobii	2M	10Rdeg
6	21	0.9200	138.6630	1323.3040	2.8670	266.7290	0.5950	102	Tobii	2M	10Rdeg
7	1	0.8800	195.5000	687.1820	3.0450	273.1710	0.4140	102	Tobii	2M	10Rdeg
8	23	1.0000	504.1400	1275.1300	2.5810	270.5370	0.3230	102	Tobii	2M	10Rdeg
9	25	1.0000	891.7000	1286.3100	2.6680	277.3420	0.4500	102	Tobii	2M	10Rdeg
1	11	0.9100	236.9450	819.8240	1.2760	282.3930	0.5890	102	Tobii	3M	0deg
2	13	1.0000	654.0800	762.7000	1.1860	300.3930	0.3630	102	Tobii	3M	0deg
3	5	1.0000	945.8500	605.6000	1.7650	284.3780	0.3830	102	Tobii	3M	0deg
4	1	1.0000	271.4900	496.2600	1.3470	287.6430	0.1860	102	Tobii	3M	0deg
5	15	0.9500	1000.5470	810.7580	1.3750	298.2840	0.5280	102	Tobii	3M	0deg
6	21	1.0000	243.4200	1095.0300	1.0620	286.3460	0.2370	102	Tobii	3M	0deg
7	3	1.0000	612.0900	567.3700	1.6210	285.6280	0.3510	102	Tobii	3M	0deg
8	23	0.9000	525.9560	1213.0670	1.4830	273.9100	0.8740	102	Tobii	3M	0deg
9	25	1.0000	894.5000	1151.9800	1.2640	280.8660	0.2020	102	Tobii	3M	0deg
1	5	0.7700	550.5060	1053.9610	3.6280	252.3200	0.4650	102	Tobii	3M	10Ldeg
2	23	0.8800	441.4200	1111.6930	1.1080	258.1160	0.2960	102	Tobii	3M	10Ldeg
3	3	1.0000	480.6100	455.8700	1.1290	266.1640	0.2090	102	Tobii	3M	10Ldeg
4	1	0.9900	208.5150	544.1920	1.4800	276.3250	0.2430	102	Tobii	3M	10Ldeg
5	25	1.0000	735.2100	1111.6300	1.1500	250.5780	0.4060	102	Tobii	3M	10Ldeg
6	11	0.9100	133.3410	1000.9450	1.9560	266.1940	0.3120	102	Tobii	3M	10Ldeg
7	15	1.0000	822.5600	846.8700	1.3520	268.2210	0.2330	102	Tobii	3M	10Ldeg
8	13	0.9000	455.9000	810.5220	1.2220	261.9170	0.4390	102	Tobii	3M	10Ldeg
9	21	0.8100	-38.7530	1131.1230	1.4090	235.4020	1.5620	102	Tobii	3M	10Ldeg
1	23	0.9200	555.0110	1084.2720	1.0010	282.3650	0.8380	102	Tobii	3M	10Rdeg
2	3	1.0000	522.4000	537.3600	1.4470	273.4580	0.2420	102	Tobii	3M	10Rdeg
3	5	0.9400	795.0000	623.7770	1.7870	265.2060	0.5350	102	Tobii	3M	10Rdeg
4	21	0.9100	13.7030	1178.9450	1.4720	246.1260	0.2030	102	Tobii	3M	10Rdeg
5	11	1.0000	-15.3700	892.9900	1.6870	245.1460	0.3640	102	Tobii	3M	10Rdeg
6	15	0.9100	755.9670	934.6920	1.7200	259.9080	0.6270	102	Tobii	3M	10Rdeg
7	25	1.0000	672.3400	1382.5500	2.2300	253.6620	0.3480	102	Tobii	3M	10Rdeg
8	13	0.9600	391.6040	876.1670	1.5250	253.9250	0.2690	102	Tobii	3M	10Rdeg
9	1	0.8700	50.7360	584.2070	1.6880	254.4830	0.6900	102	Tobii	3M	10Rdeg
1	23	1.9830	495.0380	832.1890	0.0590	527.0150	0.1280	103	Pupil Labs	1M	0deg
2	21	1.9830	136.9200	847.8150	0.3860	205.9590	0.0630	103	Pupil Labs	1M	0deg
3	5	1.9830	856.1850	228.3190	0.7660	290.3370	0.0860	103	Pupil Labs	1M	0deg
4	1	1.9830	143.2520	264.0550	1.1670	256.4810	0.1570	103	Pupil Labs	1M	0deg
5	11	1.9830	131.0800	531.8240	0.5560	221.8050	0.1890	103	Pupil Labs	1M	0deg
6	15	1.9830	861.1390	514.5080	0.3660	332.4450	0.0760	103	Pupil Labs	1M	0deg
7	25	1.8080	867.9680	803.3230	0.5340	400.9090	0.3220	103	Pupil Labs	1M	0deg
8	13	1.9830	492.0130	528.3280	0.3430	254.2530	0.0810	103	Pupil Labs	1M	0deg
9	3	1.9830	493.2310	233.3740	0.7810	264.2060	0.0840	103	Pupil Labs	1M	0deg
1	13	1.9830	447.2860	565.5500	0.9800	231.1940	0.0910	103	Pupil Labs	1M	10Ldeg
2	5	1.9830	777.6680	252.2390	1.1900	236.9560	0.0650	103	Pupil Labs	1M	10Ldeg
3	3	1.9330	453.6590	264.2890	1.2590	244.6070	0.4100	103	Pupil Labs	1M	10Ldeg
4	11	1.9830	119.1600	583.8990	1.1240	240.4800	0.1650	103	Pupil Labs	1M	10Ldeg
5	1	1.8670	108.4460	280.5850	1.4910	242.9300	0.2030	103	Pupil Labs	1M	10Ldeg
6	15	1.9830	770.2270	507.6550	0.7410	186.9170	0.1580	103	Pupil Labs	1M	10Ldeg
7	25	1.9830	772.8950	821.2100	0.7180	528.6580	0.0850	103	Pupil Labs	1M	10Ldeg
8	21	1.9330	131.5130	859.4700	0.5110	216.6300	0.1490	103	Pupil Labs	1M	10Ldeg
9	23	1.9080	438.1050	822.3360	0.7330	529.9250	0.0700	103	Pupil Labs	1M	10Ldeg
1	3	1.9830	564.9920	210.7020	0.9150	325.8800	0.1000	103	Pupil Labs	1M	10Rdeg
2	23	1.8420	549.4800	747.2620	1.1570	420.1070	0.3500	103	Pupil Labs	1M	10Rdeg
3	5	1.9830	903.0500	207.7560	0.9430	329.4860	0.0870	103	Pupil Labs	1M	10Rdeg
4	1	1.8830	217.8630	171.4420	0.5990	354.6710	0.4040	103	Pupil Labs	1M	10Rdeg
5	15	1.4000	899.0480	437.0420	1.0610	403.7730	0.3370	103	Pupil Labs	1M	10Rdeg
6	13	1.9830	552.5290	488.1220	0.6280	372.7420	0.1050	103	Pupil Labs	1M	10Rdeg
7	21	1.9670	209.4240	766.4190	0.9260	417.4220	0.3370	103	Pupil Labs	1M	10Rdeg
8	25	1.9920	899.1590	740.1510	1.3300	414.7620	0.1120	103	Pupil Labs	1M	10Rdeg
9	11	1.9830	199.7480	484.5000	0.4260	385.1050	0.0570	103	Pupil Labs	1M	10Rdeg
1	21	1.9920	70.5690	658.4270	1.1660	478.7850	0.0630	103	Pupil Labs	2M	0deg
2	1	1.9830	85.6180	117.5840	0.5530	508.8010	0.0880	103	Pupil Labs	2M	0deg
3	5	1.9920	823.0000	94.4940	0.4260	458.1480	0.0870	103	Pupil Labs	2M	0deg
4	15	1.9830	821.3820	383.9580	0.6810	455.8800	0.0770	103	Pupil Labs	2M	0deg
5	25	1.9830	839.0800	670.4080	0.9520	447.9800	0.0840	103	Pupil Labs	2M	0deg
6	23	1.9830	476.5760	684.9710	0.8770	458.9720	0.1120	103	Pupil Labs	2M	0deg
7	3	1.9830	486.5800	93.8950	0.4320	460.4490	0.1800	103	Pupil Labs	2M	0deg
8	13	1.9830	471.3110	393.8820	0.6420	465.1280	0.0550	103	Pupil Labs	2M	0deg
9	11	1.9830	102.2820	405.1550	0.6700	484.1710	0.0860	103	Pupil Labs	2M	0deg
1	15	1.9830	990.7820	550.0840	0.9650	342.3540	0.1490	103	Pupil Labs	2M	10Ldeg
2	5	1.9830	835.2520	177.2390	0.0630	280.2860	0.0930	103	Pupil Labs	2M	10Ldeg
3	1	1.9830	156.0290	192.3530	0.1620	247.5040	0.0720	103	Pupil Labs	2M	10Ldeg
4	25	1.9830	915.2480	771.5550	0.5990	397.0230	0.0670	103	Pupil Labs	2M	10Ldeg
5	21	1.9830	204.4450	767.5460	0.4430	420.1330	0.0910	103	Pupil Labs	2M	10Ldeg
6	23	1.9830	574.0970	756.7230	0.6230	405.9560	0.1390	103	Pupil Labs	2M	10Ldeg
7	3	1.9920	518.9080	201.5980	0.2320	298.4260	0.0820	103	Pupil Labs	2M	10Ldeg
8	11	1.9830	212.7060	508.1970	0.2730	349.9040	0.1070	103	Pupil Labs	2M	10Ldeg
9	13	1.8420	562.2440	455.1450	0.4480	395.7780	0.3430	103	Pupil Labs	2M	10Ldeg
1	23	1.9830	565.7230	708.7820	0.8230	422.1810	0.1700	103	Pupil Labs	2M	10Rdeg
2	15	1.7830	1005.9390	370.8550	1.2590	396.8040	0.0680	103	Pupil Labs	2M	10Rdeg
3	11	1.9830	246.8610	376.0590	0.8620	417.0960	0.1110	103	Pupil Labs	2M	10Rdeg
4	1	1.9830	265.6130	85.0210	0.7490	399.5280	0.1210	103	Pupil Labs	2M	10Rdeg
5	13	1.9830	616.7140	341.2390	1.1510	413.6780	0.1070	103	Pupil Labs	2M	10Rdeg
6	5	1.9830	984.8280	85.5250	1.0040	388.1740	0.1040	103	Pupil Labs	2M	10Rdeg
7	3	1.9830	611.7350	74.9750	0.8440	399.3730	0.0590	103	Pupil Labs	2M	10Rdeg
8	21	1.9830	283.2610	633.8910	1.3490	419.6900	0.1230	103	Pupil Labs	2M	10Rdeg
9	25	1.9830	978.2230	622.6050	1.4940	415.4890	0.2000	103	Pupil Labs	2M	10Rdeg
